tweet_id,favorite_count,retweet_count,created_at,source,retweeted_status,url
673350198937153538,686,185,Sun Dec 06 03:56:12 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/RMv9EAv57u
673345638550134785,2234,1104,Sun Dec 06 03:38:05 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/GpSkpN8kXS
673343217010679808,861,235,Sun Dec 06 03:28:27 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/dNUbKOSiWW
673342308415348736,1139,492,Sun Dec 06 03:24:51 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/w0YTuiRd1a
673320132811366400,11984,6896,Sun Dec 06 01:56:44 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/iJABMhVidf
673317986296586240,782,216,Sun Dec 06 01:48:12 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/juX48bWpng
673295268553605120,6736,2753,Sun Dec 06 00:17:55 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/U36HYQIijg
673270968295534593,960,313,Sat Dec 05 22:41:22 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/mjC0QpXGum
673240798075449344,1279,617,Sat Dec 05 20:41:29 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/1euKoOvy49
673213039743795200,1979,724,Sat Dec 05 18:51:11 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/CbvCUE6PFI
673148804208660480,1493,550,Sat Dec 05 14:35:56 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/tA4WpkI2cw
672997845381865473,1754,631,Sat Dec 05 04:36:04 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/dph1UHNJrg
672995267319328768,845,253,Sat Dec 05 04:25:50 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/odpuqtz2Fq
672988786805112832,878,254,Sat Dec 05 04:00:04 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/a3zYMcvbXG
672984142909456390,1120,471,Sat Dec 05 03:41:37 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/81BCQAyvcs
672980819271634944,1630,891,Sat Dec 05 03:28:25 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/ufHWUFA9Pu
672975131468300288,1498,783,Sat Dec 05 03:05:49 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/ZlcF0TIRW1
672970152493887488,841,305,Sat Dec 05 02:46:02 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/eb4ta0xtnd
672968025906282496,1186,471,Sat Dec 05 02:37:35 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/7CbO2eMAgJ
672964561327235073,1262,557,Sat Dec 05 02:23:49 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/1ui7a1ZLTT
672902681409806336,1233,425,Fri Dec 04 22:17:55 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/KpLyca3o3E
672898206762672129,795,363,Fri Dec 04 22:00:08 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/i4XJEWwdsp
672884426393653248,1370,731,Fri Dec 04 21:05:23 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/g5YkRqP0dg
672877615439593473,909,303,Fri Dec 04 20:38:19 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/dJHI7uC2y3
672834301050937345,1158,504,Fri Dec 04 17:46:12 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/BIljU0zhLN
672828477930868736,1110,419,Fri Dec 04 17:23:04 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/fvxHL6cRRs
672640509974827008,874,272,Fri Dec 04 04:56:09 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/uNrmYDUa9M
672622327801233409,1151,423,Fri Dec 04 03:43:54 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/Cv7dRdcMvQ
672614745925664768,1091,512,Fri Dec 04 03:13:46 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/ntxsR98f3U
672609152938721280,971,338,Fri Dec 04 02:51:33 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/YAVwvNaois
672604026190569472,973,337,Fri Dec 04 02:31:10 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/xHXNaPAYRe
672594978741354496,1181,531,Fri Dec 04 01:55:13 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/jyXbZ35MYz
672591762242805761,846,286,Fri Dec 04 01:42:26 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/bWQ0iIcP0w
672591271085670400,642,157,Fri Dec 04 01:40:29 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/Pa8EmpDCuI
672538107540070400,903,318,Thu Dec 03 22:09:14 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/rSndxTL0Ap
672523490734551040,552,146,Thu Dec 03 21:11:09 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/EH0N3dFKUi
672488522314567680,990,373,Thu Dec 03 18:52:12 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/rVfi6CCidK
672482722825261057,992,519,Thu Dec 03 18:29:09 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/LPPa3btIIt
672481316919734272,640,110,Thu Dec 03 18:23:34 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/mVCMemhXAP
672475084225949696,1299,608,Thu Dec 03 17:58:48 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/mYhQvAdV4f
672466075045466113,1191,448,Thu Dec 03 17:23:00 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/8lKFBOQ2J5
672272411274932228,5727,2938,Thu Dec 03 04:33:27 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/ZICNl6tIr5
672267570918129665,1318,538,Thu Dec 03 04:14:13 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/jDXxZARQIZ
672264251789176834,1012,287,Thu Dec 03 04:01:02 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/TUeuaOmunV
672256522047614977,2513,1329,Thu Dec 03 03:30:19 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/PoMKKnKpRd
672254177670729728,1277,652,Thu Dec 03 03:21:00 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/OO6MqEbqG3
672248013293752320,1531,524,Thu Dec 03 02:56:30 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/uhx5gfpx5k
672245253877968896,607,132,Thu Dec 03 02:45:32 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/aCRKDaFmVr
672239279297454080,806,276,Thu Dec 03 02:21:48 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/UHJE0UgMf7
672231046314901505,1624,876,Thu Dec 03 01:49:05 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/WH7Nzc5IBA
672222792075620352,703,176,Thu Dec 03 01:16:17 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/EW4MsOrF5O
672205392827572224,1992,1010,Thu Dec 03 00:07:09 +0000 2015,Twitter for iPhone,Original tweet,https://t.co/yRBQF9OS7D
